Lead 1,Lead 2,Lead 3,Lead 4,Lead 5,Lead 6,Lead 7,Lead 8,Lead 9,Lead 10,Lead 11,Lead 12,Lead 13,Lead 14,Lead 15,Lead 16,Lead 17,Lead 18,Lead 19,Lead 20,Lead 21,Lead 22,Lead 23,Lead 24,Lead 25,Lead 26,Lead 27,Lead 28,Lead 29,Lead 30,Lead 31,Lead 32,Lead 33,Lead 34,Lead 35,Lead 36,Lead 37,Lead 38,Lead 39,Lead 40,Lead 41,Lead 42,Lead 43,Lead 44,Lead 45,Lead 46,Lead 47,Lead 48,Lead 49,Lead 50,Lead 51,Lead 52,Lead 53,Lead 54,Lead 55,Lead 56,Lead 57,Lead 58,Lead 59,Lead 60,Lead 61,Lead 62,Lead 63,Lead 64,Lead 65,Lead 66,Lead 67,Lead 68
-16022.24609,-171807.75,-172251.5,390789.75,481419.75,101084.75,-283228,75395.5,407169.5,72420,236987.25,148009.25,358259.5,-192360.75,70404.75,27789.75,185466,160404.5,243156.5,128914.25,161410,39429.5,41891.5,-319517.25,132863,348648,319512.75,81977.75,97123,91056,206817.5,258136.25,-15525.49609,328928,-54427.99609,-172677.25,-57495.49609,184952.5,113288,52014.25,8085.5,156913.75,-46480.74609,30319.75,-69836.75,344505.25,170367.75,87771.75,131018.75,150450.25,94214.5,-127984.25,-156652.75,69825.75,949878,215123.75,8106,121333.75,162694.75,-5002.496094,-210139.25,36165.25,167591.75,-128903.5,-713766.5,-713681,-325626.25,-272777.75
-16107.74609,-171634,-172556.5,390626.25,481190.5,100880.5,-283422.25,75509.5,407144.75,72311,236844.25,147952,358241.75,-192207.25,70565.25,27863,185543.75,160417.25,243134,128912.5,161483.5,39587.25,42041.5,-319662.5,133130.5,348793.25,319617.75,81936,97120.5,91105.75,206767,258098.25,-15621.99609,328609,-54913.24609,-173052,-57739.74609,184747.75,113134.75,51968.75,7966.5,156503.75,-46460.24609,30065,-70002.5,344359.25,170215.75,87649,130909.25,150305,94130.75,-128227,-156579.75,69798.75,949888,215043.5,8088.5,121366.25,162668,-5046.246094,-210038.5,36229.25,167653.25,-128733,-713504.25,-713948,-325871,-273084.25
-16277.74609,-171728.25,-172136.5,390579.25,481059.25,100591,-283369.25,75440,406947.25,72269.5,236862,147954.5,358189.25,-192270,70357.5,27936.75,185428,160377.25,243122.5,128902.5,161460.75,39591,42124.75,-319559.25,133156.25,348843.5,319717.25,81954.75,97202.5,91119,206851,258061.25,-15563.74609,328494,-55105.74609,-173087.5,-57973.74609,184750.5,113155.25,52016,8089.25,156413.25,-46103.99609,30261.5,-69895,344402.75,170174.25,87713.75,130947.75,150401.75,94367.75,-127814.75,-156769.75,69920,949965,215115.5,8164.25,121427,162834.5,-4976.996094,-210420,36357.5,167518.75,-128484.5,-713981.25,-713972,-325776.75,-273088.5
-16284.74609,-171691,-172034.75,390490.75,480994.75,100502,-283282.75,75712.25,406598,72110,236748.5,147871.5,358079,-192428,70392.25,28081,185403.75,160299,243017.25,128938,161414,39544,42044,-319547.25,133098,348913.75,319764.75,82071,97286.75,91116,206848.75,258047,-15550.74609,327940.5,-55261.49609,-172667.25,-57813.74609,184726.75,113133.25,51994,8178.25,156449.5,-46269.74609,30339,-69881.25,344358.75,170147.5,87606,130895.75,150436.75,94597.25,-127412.75,-157851,70021.25,949973.25,215080,8185.5,121410.75,162791.25,-4836.496094,-211104,36393.5,167164.75,-128413,-714435,-714336.5,-326156.5,-273389.75
-16119.74609,-171704.5,-171751.75,390616,481037.5,100807,-283376.25,75934.5,406924.25,72214.75,236869.75,147951.5,358149.5,-192321.25,70383.5,28138,185446.25,160394.5,243093,128888.25,161428.25,39607.5,42060.75,-319408.75,133034.75,348849.75,319664.75,81916,97143,91077,206841,258078,-15572.74609,327745,-55162.24609,-173145.5,-57807.24609,184862.5,113410.25,52380.75,8402,156735.75,-46274.24609,30413.5,-69731.25,344513.75,170296.75,87716.75,130986.75,150583.25,94779.75,-127265.5,-157251,70047.25,949868,215160.25,8195,121419.75,162766.75,-4946.746094,-211493.75,36071.5,166507.75,-129078.5,-713030.25,-713651,-325324.75,-272768.75
-16210.99609,-171553.75,-171979.5,390577,481000.5,100671.75,-283438,75793.25,406859.75,72177.75,236833,147875.25,358043.25,-192447,70422.25,28136,185412.5,160290.5,243058.25,128918,161393.75,39601.75,42131,-319357,133081.75,348815.75,319651.25,81960,97153.5,91073.5,206830.75,258061.5,-15807.49609,327492,-55192.49609,-172965.75,-57851.74609,184809.75,113377.25,52366,8347,156743.5,-45985.99609,30158.25,-69782,344465.75,170274.25,87647.5,130969.5,150559.75,94561.75,-127605.25,-156331.25,69956.25,949730.75,215144.25,8178.5,121417.25,162809.25,-4976.496094,-211505.75,36177.5,166327.75,-128837,-713102.75,-713595.25,-325931,-272971.25
-16231.99609,-171275.25,-171942.5,390483.5,480891.25,100579.5,-283461.25,75649.25,406896.5,72125.25,236812,147829.75,357971.75,-192602.25,70448.5,28089.75,185353,160255.75,243026.75,128860,161399.5,39585.75,42082.75,-319259.5,133103,348865.25,319659.25,82201.25,97340.5,91090,206799,258022.5,-15805.99609,327784,-55081.99609,-172964.75,-58093.74609,184737.75,113151.25,52308.5,8272.75,156656,-46006.99609,29994.25,-69889.25,344366.75,170144.75,87571.5,130867.5,150437.75,94438.5,-127943.5,-156840.25,69849,949724,215105,8157,121386,162797.5,-4958.246094,-211112,36258.5,166558.75,-128698.5,-713899.5,-714153.25,-326598,-273485
-16140.24609,-171099,-171846.25,390485.5,480886,100503.5,-283343,75902,406585,72053.5,236763.5,147832.75,357949.25,-192572.25,70602.75,28161.5,185433.5,160270.25,243044.5,128877.5,161455.5,39706.25,42195.75,-319151.75,133257.25,348954.75,319769.5,82307.25,97472.25,91080,206817,258028.75,-15695.74609,328614.5,-54885.99609,-173272,-58079.74609,184786.5,113245.25,52342.5,8104,156607,-45992.74609,30031,-69812.25,344421.25,170206.25,87654.75,130926.25,150490.75,94437.25,-127743,-157205.75,69935.25,949722.75,215171.25,8158.75,121405.75,162818.5,-4806.496094,-210442.75,36395.75,166894.5,-128652.5,-713351,-713765.25,-324942.25,-272198.5
-16165.24609,-171156.25,-171813.25,390498.5,480907.5,100591.5,-283162.75,75370.25,406879,72158,236738.5,147781.75,358018.75,-192468,70443,28173.75,185448.75,160327.75,243006.75,128889.5,161421,39699.75,42199.5,-319266.5,133214.75,348911.25,319690,82145,97324.5,91047.25,206840,258028.75,-15694.49609,328913.75,-54847.99609,-173076,-58085.99609,184821.5,113263,52269.75,7877.5,156593,-45815.49609,30274.5,-69767,344433,170211,87671,130972,150525.25,94598.25,-127449.25,-157099.75,70099.5,949909.5,215169.25,8135,121456,162867.25,-4934.996094,-209994.25,36371.75,167418.75,-128685.5,-714065,-714295,-325515,-272646
-16131.74609,-171102.5,-171666,390627.25,481005,100668.75,-283181.25,75286.25,406857.5,72162.5,236871.75,147869,358052.25,-192532.25,70471.75,28332,185329,160344.25,243109.25,128915.5,161450,39734.25,42274.25,-319155.25,133289.5,348924.5,319783.5,82195.25,97426.5,91124.75,206839.25,258129.5,-15483.99609,328972.75,-54529.24609,-172719.75,-57835.74609,184952.5,113383.75,52490.75,7447.5,156616.75,-45756.24609,30579,-69546.5,344518.25,170310.5,87728.5,131089.5,150661.25,94657,-126974.75,-156967.25,70197.5,950117.25,215284.5,8300.5,121553.25,162963.25,-4904.246094,-210927,36416.25,167873.25,-128548.5,-714239.75,-713928,-325633.75,-272888
-16185.74609,-171225.5,-171832.25,390582.25,480950.25,100699.25,-283116.75,75359,406909.75,72123.25,236801.25,147835,357990.5,-192583.5,70498.25,28278.25,185259,160243.25,243050.25,128836,161452.25,39694.5,42190,-319255.25,133236.5,348911,319757.25,82232,97406,91093,206848,258060.25,-15539.24609,329004.75,-54662.24609,-173010.75,-57900.99609,184878.5,113290.75,52361.5,7371.75,156485.25,-45949.99609,30334.25,-69710.75,344446.75,170235,87659,131018,150516,94529,-126939.5,-156545.75,70004.5,950092.75,215222.5,8215.25,121541.25,162960.5,-4816.246094,-210431.75,36465.75,167747,-128520.5,-714205,-713916.25,-326261.75,-273531
-16021.74609,-171118,-171843.5,390619,481042,101013,-283067.25,75503.25,407119.25,72211.25,236894.25,147847.25,358115.75,-192405,70601.5,28274.25,185352.5,160298.5,243117.5,128846.25,161423,39627.75,42143.75,-319292.5,133221.5,348925.25,319814,82205.25,97371.5,91098.25,206877.5,258093,-15479.99609,329289,-54692.74609,-173294.5,-57790.49609,184855.75,113193.75,52117.5,7454.5,156718.5,-45949.49609,30301,-69824,344422,170225,87752.25,130966.25,150517.25,94560.25,-127429.5,-156683,70033.25,950177.25,215224.5,8224.5,121552.5,163011,-4734.246094,-210410,36597.25,167446,-128549,-714267.5,-714572.75,-326134.25,-273291.75
-15621.24609,-171219.5,-171932.5,390629.25,481060,101068.75,-283105.75,75627.5,406959.75,72206.25,236908,147898,358072.5,-192370,70602.5,28363.5,185453.5,160299.75,243155.75,128888.5,161450.25,39724.25,42229.25,-319203.5,133258,348899,319772,82100.75,97273.5,91100.5,206908.75,258161,-15355.74609,329603.5,-54598.74609,-173316,-57818.49609,184876.75,113274,52340.75,7596.25,156723.75,-45916.99609,30315.5,-69720.5,344512,170276.25,87864.25,131058.5,150600.75,94637,-127641.5,-156767,70080.5,950019.25,215308.25,8276.5,121645.75,162982.5,-4846.246094,-210821.5,36418,166919.75,-128699.5,-713686.25,-714452.25,-326001.5,-273163.5
-15603.99609,-171489.5,-172208.25,390672.25,481118.75,101024,-283121.5,75618.5,406823.5,72211,236966,147943,358117.75,-192483.5,70507.25,28442.75,185438.25,160319,243180.5,128933,161484.5,39766,42270,-319062,133338,348954,319829.25,82198.75,97399.5,91170.75,206986,258198.75,-15370.24609,329409.75,-54609.74609,-173218.25,-57812.99609,184941.25,113394.5,52338.5,7831.75,156685,-45899.99609,30253.5,-69714.25,344541.25,170339.75,87883.5,131132.75,150569.75,94534,-127857.5,-156387.75,70040,949908.75,215358.25,8376.25,121610,162989,-4800.996094,-211464.75,36465,166544,-128708.5,-713971.75,-714364.75,-326139,-273149.75
-15707.49609,-171885.5,-172407.25,390571.25,480977.75,100824.25,-283460.5,75406.5,406628,72085,236874.25,147914.5,358004.75,-192572.5,70416,28453,185354.75,160273,243123.25,128921.5,161474.25,39750.25,42301.25,-319012.25,133334,349021.75,319828.25,82386,97554,91145,206974.5,258162.25,-15576.24609,329112,-54832.49609,-172881.75,-57930.99609,184906,113298.5,52128.25,8088.25,156795.75,-45836.74609,30331,-69768,344463.25,170281.25,87864.5,131104.5,150530.5,94565.25,-127722,-156673,70037.75,949910,215370.25,8391.75,121605,162988.75,-4868.496094,-211364.25,36451.5,166583.5,-128686.5,-714417.75,-714619.25,-326211.5,-273190.5
-15973.74609,-172109,-172600.25,390531.75,481002.75,100723,-283673.5,75249.25,406558.5,72056.25,236843.75,147864.25,357975.75,-192654.75,70350.5,28184.5,185258.25,160157.25,243110.5,128854.25,161392.5,39641.75,42125,-319092,133211.25,348932.25,319754.75,82222.5,97395.5,91071,206914,258135,-15693.74609,328563.25,-55080.99609,-172983.25,-58038.99609,184796,113207,52066,7988,156785.25,-45954.49609,30193.5,-69873.75,344389.5,170272.25,87852.5,131080.5,150501.25,94565.25,-127339.5,-156763.5,70057.75,949992.5,215374.75,8372.25,121611,162987.25,-4917.246094,-211030.5,36424,166775.5,-128785.5,-714774.75,-714640.25,-326397,-273428.25
-16069.99609,-172074.25,-172844.5,390576.25,481011.25,100711,-283770.75,75191.25,406596.25,72095,236937.5,147881.5,357986.75,-192721.75,70124.75,27954.75,185198.5,160135.75,243040,128879,161330.5,39480.25,41997.25,-319581.75,133132.5,348851.25,319741.5,82072,97328.75,91062.75,206948,258221.5,-15700.24609,328380.5,-55000.24609,-173004.25,-57976.49609,184868.75,113380.5,52219.5,7942,156862.25,-45840.24609,30306.75,-69754.75,344530.75,170417.75,87925.25,131157,150613.25,94749.5,-127354.5,-156847.5,70158,950210.25,215439,8429.25,121691,163048.75,-4860.746094,-210396.75,36468.75,167295.5,-128676,-713838,-714297.75,-325847,-272896.75
-16285.99609,-172143.25,-172619.25,390557.5,480992.25,100523.75,-283715.25,75210,406494.75,72058.25,236942.75,147921.75,357999.25,-192718.75,70277.75,27989,185099.75,160123,243042.25,128836.5,161304.5,39375.25,41894,-319694,132976.5,348706,319590.25,82044.25,97249,91067.5,206958.75,258264.5,-15966.74609,328112.25,-55232.99609,-173232,-58097.74609,184914.75,113334.75,52216,7800.75,156633.5,-46032.74609,30322.75,-69695.75,344529.5,170407,87999.5,131266.75,150747.5,94776.75,-127473.5,-157228.25,70300.5,950405.5,215487.75,8502.5,121706,163123,-4802.996094,-210105.5,36507.5,167796,-128647.5,-713489.75,-713806.75,-325354.25,-272837.5
-16353.74609,-172135.25,-172459.75,390543.75,480961.75,100526.75,-283720.25,75269,406471,72098.5,236950,147909,357984.25,-192662.25,70346.25,28041.5,185151.5,160148.5,243102.75,128858.5,161331,39396.25,41912.25,-319620.75,132945.25,348746.25,319590.25,82081,97265.5,91045,206992.75,258291.75,-15998.74609,328179.75,-55285.24609,-173135.5,-58098.49609,184882.75,113343.75,52234.25,7700.75,156512.75,-46099.99609,30338.5,-69666.25,344535.5,170482.5,88018,131354,150746,94814.75,-127983.75,-156974.75,70314.5,950608.5,215519.5,8522.25,121774.75,163185.25,-4631.496094,-210164.25,36671.25,167960,-128457,-714735.25,-714927,-326113,-273216.75
-16398.99609,-172101,-172463.25,390632,481241.75,100881.25,-283581.25,75411,406661,72262.25,237018,148022.75,358049,-192609.5,70279.25,28080.75,185173.5,160207.25,243139.25,128894,161337.25,39408,41956.25,-319523,132931.5,348716,319545.75,82044.5,97235.75,91085.5,207062.75,258292,-15869.99609,328544,-55237.74609,-173479.75,-58051.24609,184958.5,113326.25,52308,7916.75,156609,-46234.24609,30330.25,-69673.75,344642,170499.5,87994,131274.25,150722.75,94665.75,-128219.5,-156060.75,70284,950640,215561,8581.5,121884,163275.75,-4528.246094,-210494.75,36849,167881.75,-128415,-714291,-714636.75,-326076,-273054
-16573.74609,-172107.5,-172189.5,390687,481272.5,100969.25,-283354.75,75614.25,406803.75,72278.5,236962.75,147931.25,358047.75,-192613.75,70203.75,28066,185118.25,160127.5,243016.25,128865.75,161282,39401.25,41869.5,-319575.75,132854,348710.5,319541.5,81976.5,97206,91032,207027.5,258222.25,-15880.49609,328525.5,-55295.24609,-173511,-58066.74609,184861,113205.75,52239.5,7869.25,156603.5,-46350.49609,30185,-69782,344505,170438.5,87957.5,131150,150574.5,94574.75,-127933.75,-156096.5,70165.75,950449,215387.25,8495,121771.75,163205.75,-4557.746094,-210674.75,36808.25,167428.25,-128548,-714761.75,-715036,-326566.25,-273573.25
-16274.99609,-171631.5,-171777.25,390709,481370.5,101074.25,-283017.25,75817.5,406918.75,72369.25,237019.75,147941.75,358045.75,-192507.5,70278.5,28137.5,185176.5,160164.75,243073.75,128893.5,161317.5,39438,41967,-319446.25,132928.25,348769.75,319575,81888.75,97089.5,91052,206935.25,258213.25,-15599.99609,328808.25,-55013.49609,-173113.75,-57887.49609,184909.75,113281.5,52274.75,8074.75,156802.25,-46121.24609,30319.75,-69756.75,344519.75,170462.75,87882.75,131124,150576.75,94540.5,-127286.25,-156171.25,70192.5,950297,215379,8459.75,121740.25,163215.25,-4613.496094,-211337.5,36654,166886.5,-128693,-714464.5,-714821.25,-326474.75,-273523.25
-15710.99609,-171313.5,-171601.75,390912.75,481488.25,101139.25,-282654.5,75840.75,407066.5,72478.25,237143,148057,358234.75,-192434.75,70563,28336.5,185339.75,160302.75,243170.75,128905.5,161386.5,39553,42040.75,-319245.25,132928.5,348662.75,319473.5,82078.25,97267.5,91101.5,207043.5,258290.75,-15183.24609,329358.25,-54468.74609,-172518,-57640.49609,185063.75,113449.5,52405.5,8387.75,157186.75,-45690.99609,30543.75,-69594.25,344668.25,170543,88034.75,131301.25,150785,94803,-126806.5,-155922.75,70358.5,950358.75,215516.75,8579.5,121893.25,163403.75,-4402.496094,-211361.25,36914.75,166728,-128475.5,-714210.25,-714624,-327217.75,-273576.25
-15742.99609,-171204.75,-171636.5,390835,481453.5,101003.25,-282833.25,75721.25,407005,72447,237127.5,148067.25,358243.75,-192397.5,70640,28231.5,185339,160339.25,243197.75,128919,161399,39493.5,42020,-319273.75,132867.25,348587.25,319407.5,82048,97279.25,91101.25,207111.5,258344.5,-15213.99609,329217.5,-54424.74609,-172398.75,-57650.49609,185036.75,113429.25,52461.25,8417.25,157169.5,-45574.49609,30632.25,-69592.5,344707.25,170548.75,88055,131330,150759.25,94878.75,-126770.25,-155925.25,70424.25,950429.25,215584.25,8696,122030.25,163523.25,-4294.496094,-210794.75,37135,167001.25,-128313,-714296.5,-714525.25,-325251.5,-272624.5
-15677.99609,-171139.25,-171677.25,390731,481228.75,100858.75,-283022.5,75481.25,407014.75,72304.75,236995.5,147980.5,358088.25,-192521.75,70561,28152.5,185300,160254,243125.5,128855.75,161328.75,39517.75,41994.5,-319350.75,132921.75,348694,319491.25,82073.75,97303,91097.75,207064,258234.75,-15250.74609,329201,-54410.74609,-172323.5,-57702.74609,184962,113380.75,52372.5,8546.5,157222.5,-45478.24609,30579.25,-69650.75,344605.25,170477.5,87949.75,131245.75,150736.25,94870.25,-126895.75,-156070.5,70381.5,950287.25,215539.5,8640.25,121960.5,163463.75,-4353.246094,-210670.25,37035.75,167277.75,-128335.5,-714915.5,-714843.5,-325999.25,-273246.25
-15881.74609,-171076,-171786,390651.25,481252.75,100818.5,-283005,75484,406926.75,72305.75,236941.5,147964,358064.5,-192527.75,70383.75,28238.75,185308.5,160264,243105.5,128913.5,161370.25,39580.5,42080.5,-319375.75,132991.5,348743.75,319580.75,82145.75,97344,91114.5,207048.5,258246.25,-15379.49609,329127.25,-54557.74609,-172814,-57766.24609,184947,113335,52336.25,8209.75,157145.5,-45793.99609,30696.25,-69619.25,344503.5,170456.75,87893.25,131229.25,150680.5,94825,-127169,-156228.5,70331,950357.75,215469.5,8598.5,121954,163461,-4195.496094,-209681,37126.25,167783.25,-128327.5,-715946.5,-714816.75,-326606.5,-273390.5
-15915.24609,-171151,-171905,390581.5,481144.25,100686.5,-283227.5,75475,406875.75,72222.75,236900.5,147924.75,358061,-192440.5,70238.25,27992,185263.75,160256,243102.5,128873.25,161323.25,39482.5,41992.25,-319554.75,132881.5,348713.5,319555,82073.75,97298.75,91089.75,206999.25,258192.75,-15577.24609,328323.25,-54838.24609,-173005.75,-57845.24609,184804.75,113243.25,52175.75,8007.25,156819.75,-46036.49609,30492.5,-69736.25,344436.25,170336.75,87829.25,131143.75,150562.75,94709.25,-127293.5,-156289.5,70290.25,950512.5,215401.5,8583.25,121957.5,163424.5,-4203.746094,-209920.25,37255.5,168128.5,-128172.5,-716041.5,-715195.25,-325809,-273102.25
-16040.99609,-171537.25,-171850.75,390617.75,481175.75,100950.5,-283194,75817.75,406840.25,72288,236891.25,147954.75,358125.25,-192410.75,70568.5,27960.75,185279.25,160307.5,243109.5,128910,161320.5,39463.75,41945.5,-319455.5,132914.5,348746,319588.25,82059.5,97292.5,91163.25,207027.75,258187.75,-15805.49609,328025.25,-55043.99609,-172954.25,-57785.49609,184839.75,113194.75,52198,8139,156707.25,-46143.49609,30454.75,-69801,344436.25,170291.25,87844,131163,150530.25,94751,-127530.75,-156120.5,70303.25,950529.75,215392.25,8583.5,121933,163343.75,-4359.496094,-209910.5,37149.75,168051.25,-128179.5,-714898.25,-714815.5,-326771,-273869
-15875.24609,-171317.75,-171682.75,390707.25,481343.75,101152.5,-282982.75,75737.75,407135.5,72393.75,236975.5,147929.5,358151.25,-192321.75,70779.75,28060.25,185401,160386.75,243151,128942,161391.25,39491.25,42002.75,-319354.25,132904,348780.5,319584.75,81892.5,97132,91139,207017.75,258206,-15668.24609,328385,-54882.99609,-172932.75,-57705.24609,184910,113362,52339.75,8383,156921.5,-45788.49609,30630.25,-69713,344469.75,170336.5,87842.25,131182,150648.5,94786.25,-127327.75,-156016.75,70277.5,950520.75,215413,8607.25,121897,163381.5,-4352.996094,-210333.5,37115,167770.75,-128262,-713555.25,-714502.25,-325426.75,-272855.5
-15818.99609,-171270.5,-171688.5,390658.5,481284.75,101058.25,-282927.75,75668.25,407280.5,72399.75,236869.5,147872,358171,-192244,70641.75,28029.75,185403.25,160341.5,243059.5,128869.25,161342.75,39501.75,42013.75,-319342.25,132930.75,348775.5,319616.25,82011,97216.75,91057.75,206942,258093,-15515.74609,328564.25,-54848.99609,-172983,-57740.74609,184873,113294,52270.5,8218.5,156918.5,-45813.99609,30699.25,-69763,344391.5,170258.25,87760.5,131068.5,150584.25,94720.5,-127171.25,-156132.25,70207.75,950189.5,215258,8427.5,121798.25,163246.25,-4459.746094,-211124.5,36926.75,167160.5,-128472,-712889,-714215,-325404,-272868
-16072.74609,-171284,-171735,390600.25,481232,101056.25,-282985.25,75585.75,407148,72276.75,236835.25,147804.75,358126.75,-192371.5,70621.75,28052.75,185386.5,160295.5,243006.75,128888.75,161342,39569.25,42057.75,-319312.25,133098,348924.75,319776.25,82277.5,97489,91107.75,206911.75,258023.25,-15576.49609,328758,-55063.49609,-172884.5,-57854.99609,184783.5,113159.5,52215,8012.5,156861.25,-46271.24609,30515.75,-69808.25,344300,170181.25,87706.75,130980.25,150506.25,94712.25,-127334.75,-156814,70158.5,950103.25,215210.25,8395.25,121718.5,163141.25,-4411.496094,-210955.25,36861.25,166681.5,-128455.5,-713877,-714571,-326068,-272983.75
-16132.99609,-171116.5,-171912,390550.75,481145.5,100949.75,-282893.5,75440,407066.25,72235.25,236784.5,147734.5,358023.25,-192534,70680.75,28259.75,185305.25,160233,242924,128818.25,161245.25,39514.25,42017.5,-319424,133000.75,348811.5,319654,82324.75,97526.25,91041.5,206867.25,258028,-15578.74609,328979.25,-54882.99609,-173009.75,-57861.49609,184793.25,113193,52294.25,7922.25,156982.5,-46292.24609,30487.25,-69796,344267.5,170137.25,87654.25,130967.25,150445.5,94640.75,-127596.25,-156581,70094,950056.75,215204.75,8362,121706.25,163240.25,-4258.996094,-210926.5,37070,166656.75,-128174,-714480.25,-714685.5,-325831.75,-273096.25
-15673.49609,-170898,-171711.75,390826,481461.5,101200.5,-282419.75,75867.5,407330.5,72409,237049,147948.75,358165.5,-192427.25,70846.75,28482.25,185337.5,160385.25,243086,128882.5,161341.5,39644.75,42113.5,-319025.5,132934.5,348684.5,319493.25,82454.75,97630.75,91083.75,207009,258186.75,-15153.49609,329594.25,-54344.24609,-172943.75,-57625.74609,185062,113447,52521,8023.75,157281,-45850.99609,31067,-69521,344490.75,170353.25,87786.25,131158.5,150694,95012.5,-127330.75,-156459.75,70413.75,950149.25,215395.75,8523.75,121916.25,163439,-4299.746094,-210250.75,37141,167045.5,-128185.5,-713868.75,-713812.25,-325052.5,-272169
-15477.99609,-170826.75,-171857.25,390872.25,481574.25,101137,-282594.5,76216.25,407454.5,72513,236981.75,147946.25,358251,-192266.75,70960.5,28348,185357.5,160361.75,243083,128869,161370.75,39562.25,42015,-319032.75,132868,348644.75,319447.5,82540.75,97715.25,91105,206982.75,258189.75,-15170.49609,329689.25,-54088.74609,-172873.5,-57578.99609,185070.25,113441,52370.5,8103.5,157052.25,-45652.49609,30820.25,-69551,344466.75,170350.75,87785.5,131142.5,150726,95055.5,-127074.25,-155977,70454.75,950167,215328,8461,121890.75,163451.25,-4212.496094,-209996.25,37338,167476.25,-128065.5,-714134.5,-714386.25,-325434.25,-272661.25
-15187.24609,-170762.5,-171965,390868.25,481622.25,101291,-282566.5,76461,407476.5,72522.5,236991.25,147936,358269.75,-192174,71055,28261.75,185439,160367,243027.75,128829.5,161389.5,39576.75,42126.75,-318949.25,132920.5,348688.75,319490.25,82362.25,97557.75,91103.25,206950.5,258143.75,-15031.49609,329545,-53770.74609,-172874.25,-57461.24609,185112.5,113476.75,52418.25,8462.25,157051.75,-45146.74609,30643.25,-69592,344493.25,170365.25,87801.5,131075,150667.75,94941.5,-126560.75,-155627.75,70370,950232.75,215296,8386.5,121818.25,163448.5,-4214.746094,-209258.5,37192.5,167894.25,-128249,-713438.75,-713957.5,-325050.5,-272489
-15403.24609,-170837,-172058,390887.5,481639.75,101533.5,-282399.25,76296,407574.5,72578.75,237047.25,147971.75,358388.75,-192054.75,71171.25,28539,185591.5,160468,243121.5,128868.75,161421,39720,42199.25,-318961.5,132967.25,348654,319425.25,82350,97499,91095,206975.75,258160.25,-15208.49609,329301.5,-54083.74609,-172933.5,-57406.99609,185062.75,113423.5,52337.25,8172.5,156960.25,-45389.49609,30560.25,-69682.25,344451,170373.5,87853.5,131070,150568.5,94782.5,-126679.5,-155791,70250.5,950272.75,215277.25,8351.5,121701.75,163315.25,-4328.496094,-209455,37102.5,167977.5,-128316.5,-713293.75,-713706.75,-324860.25,-272278.25
-15773.24609,-171355.25,-171986,390788.25,481500.25,101427.75,-282820,76056.25,407276.5,72421,236944.5,147903.5,358278.5,-192300.75,70912.25,28602.25,185399.5,160405.75,243077.5,128884.75,161410.5,39685.75,42210.5,-318941.5,132957.75,348711.25,319497,82482.25,97633.25,91122,206974.5,258126.25,-15391.99609,329095,-54244.49609,-172880.75,-57446.99609,184981,113288,52199.75,8103,157065,-45246.74609,30550.5,-69686.25,344414.25,170342.25,87750.5,131046.75,150518.75,94768.75,-126815.25,-155837.5,70235.75,950288.5,215251.5,8334.25,121726.75,163287.5,-4344.996094,-209391.5,37090,167800.25,-128167,-713541,-714067.25,-324872.25,-272160.5
-15931.24609,-171626.5,-171643.5,390798.5,481439.75,101291.25,-282762.75,75971.25,407211.5,72416.5,236934.25,147904.75,358296,-192231.5,70930,28676.5,185442.25,160434.25,243132,128885.75,161448.25,39735.5,42284.25,-318876.5,133013.25,348768,319577,82451,97685,91106.5,206972.25,258144.75,-15360.24609,329153.75,-54180.24609,-172700.75,-57631.99609,184930,113263.5,52144.75,8328,157462.5,-45177.74609,30548.75,-69784.5,344397.25,170311.5,87754.25,131009.5,150455,94736.25,-126948.75,-155921,70191.25,950215.25,215213.5,8225.75,121704.25,163225.5,-4392.746094,-209942.5,37047.25,167359.5,-128197,-713723,-713985.5,-325616.25,-272481.5
-15765.74609,-171548.75,-171671.25,390711.25,481411,101382.75,-282801,76087.5,407306.5,72410.5,236844.25,147836,358228.75,-192241,70871.25,28551,185482,160407,243058,128901.25,161376.5,39697.5,42205.25,-318883.25,132972.5,348809,319590.75,82552.25,97749.25,91079,206896.75,258034.5,-15195.74609,329206,-54328.74609,-172553,-57836.49609,184831.5,113155.25,52003.25,8263.5,157348.5,-45286.99609,30298.25,-69919,344298,170209.25,87685.5,130857.5,150335,94612,-127043.5,-156123.5,70093,949980,215098.75,8185,121561.75,163041.5,-4559.996094,-211103.5,36844.5,166710.75,-128442,-713270.75,-713822.5,-325168,-272197.5
-15422.99609,-171433.25,-171874.5,390710.5,481397.75,101265.75,-282741,76172.5,407351.25,72413.75,236850,147868.25,358283,-192195.25,70853,28476.5,185488.25,160432.75,243102.5,128874.25,161407.25,39719.75,42191.25,-318922.5,133030.75,348847.5,319633,82665,97904.5,91095,206945.25,258036,-15078.24609,329036.5,-54164.49609,-172218.25,-57748.49609,184911.25,113249.75,52104.25,8458,157465,-45310.99609,30528,-69831.25,344356.25,170202.25,87695.5,130911.5,150435.75,94674.5,-127050.25,-156084,70152.75,949926,215169.5,8286.5,121585.25,163111.5,-4464.746094,-211283.25,36871.5,166528.75,-128295.5,-713375.5,-713741.25,-324823.25,-271965.75
